best2_score,best3_name,job,best1_name,best4_name,best4_score,best1_score,best3_score,best2_name,id,best5_name,best5_score,name
9.3,呼叫助产士 第四季,actor,呼叫助产士 第三季,米兰达  第二季,9.2,9.4,9.3,呼叫助产士 第二季,1275224,呼叫助产士：201...,9.2,米兰达·哈特
7.7,东风破,actor,火速救兵II,窃听风云2,7.5,8.1,7.6,奇幻潮,1275225,双面伊人,7.1,刘浩龙
8.7,武生泰斗,actor,霸王别姬,离婚,8.0,9.5,8.7,编辑部的故事,1275230,海马歌舞厅,6.9,吕齐
8.7,誓言无声,actor,霸王别姬,永远的忠诚,8.2,9.5,8.5,请你原谅我,1275232,傻儿军长,7.9,雷汉
8.4,搜索,actor,霸王别姬,火线三兄弟,7.2,9.5,7.3,心香,1275235,老炮儿(网络剧),7.0,费振翔
9.0,四世同堂,actor,霸王别姬,沧海百年,8.1,9.5,8.1,百年虚云,1275236,雷雨,7.9,尹治
8.6,解救吾先生,actor,大宅门,七月与安生,7.6,9.2,7.8,我们天上见,1275243,会痛的17岁,7.2,马思纯
8.1,神捕,actor,聊斋之秋月还阳,春风不问路,7.5,8.1,7.9,京城四少,1275251,婉君,6.9,俞小凡
8.4,梦比优斯奥特曼...,actor,菜鸟总动员,菜鸟总动员：毕业,8.3,8.6,8.3,梦比优斯奥特曼,1275252,丧失名字的女神,8.2,五十岚隼士
8.3,天一生水,actor,我们相爱时·20年,爸爸去哪儿 第二季,7.8,8.9,7.8,仙剑奇侠传,1275256,杨门女将,7.7,孙莉
8.8,为了N,actor,昨夜的咖喱 明日...,花子与安妮,8.3,9.0,8.8,勇者义彦与魔王城,1275257,2010 THE GAME ...,8.3,贺来贤人
6.6,泡吧侦探2,actor,拜托了！麝香葡萄,娘王2,6.0,8.2,6.5,下北阳光灿烂的日子,1275260,阿部定 最後の七...,4.9,麻美由真
7.4,盲人电影院,actor,后宫·甄嬛传,风夏,6.8,8.9,7.0,摊开你的地图,1275262,少年神探狄仁杰,6.1,热依扎
8.6,超龄打工假期,actor,极地狂奔,绝代商骄,8.3,8.6,8.3,疯狂历史补习社,1275266,使徒行者,8.1,梁烈唯
7.7,我是歌手 第二季,actor,死了都要爱,我想和你唱,7.3,8.4,7.4,18岁的勇气,1275268,我是歌手 第三季,7.2,信
8.8,武生泰斗,actor,记忆的证明,一地鸡毛,8.5,8.9,8.7,九九归一,1275269,贫嘴张大民的幸...,8.1,徐秀林
8.1,复仇女之罪爱,actor,彼岸1945,我在1949，等你,7.9,8.3,8.0,京城四少,1275270,奋斗,7.7,张晨光
7.8,母亲游戏：她们...,actor,阿浅来了,我选择了不结婚,7.6,8.6,7.7,江：公主们的战国,1275271,花燃,7.5,濑户康史
8.3,双旗镇刀客,actor,可可西里,不见不散,7.8,8.6,8.0,中国武侠电影人物志,1275272,大腕,7.7,何平
8.1,师父,actor,绝对隐私,我爱你，再见,7.7,8.3,8.1,一针见血,1275273,隐形将军,7.7,黄觉
8.5,北京人在纽约,actor,小井胡同,危险旅程,7.9,9.0,8.3,天桥梦,1275275,葛定国同志的夕阳红,7.9,王姬
8.2,大宅门2,actor,暖春,人间四月天,7.8,8.4,7.9,甲方乙方,1275276,家有儿女,7.8,孙桂田
8.1,新结婚时代,actor,家有九凤,下海,8.0,8.4,8.0,有你才幸福,1275278,大姐,6.9,李歌
8.6,龙马传,actor,医龙,假面骑士AGITO,8.5,8.8,8.5,没有玫瑰的花店,1275279,梦比优斯奥特曼,8.4,八木优希
8.2,下一站，幸福,actor,仙剑奇侠传,斗鱼,7.8,8.3,8.0,台湾灵异事件,1275280,卧薪尝胆,7.7,安以轩
7.0,头文字D,actor,拜托了！麝香葡萄,娘王,6.5,8.2,6.8,屌丝男士 第三季,1275281,娘王2,6.0,吉泽明步
8.8,世纪攻略,actor,出路,无炎的爱,8.2,8.9,8.4,随心所遇,1275282,射雕英雄传,8.1,郑斌辉
7.7,翻滚吧！阿信,actor,罪美丽,超体,7.0,8.2,7.1,第36个故事,1275283,死神少女,6.9,林辰唏
8.2,恶作剧2吻,actor,名扬四海,痞子英雄,8.1,9.1,8.1,白色巨塔,1275287,清蜜星体验,8.0,修杰楷
8.9,CNBLUE 的故事,actor,CNBLUE 的故事：...,我们结婚了 第二季,8.6,9.4,8.8,Go! CNBLUE,1275288,郑容和的Hologram,8.5,郑容和
8.4,不结婚,actor,告白,航海王之黄金城,7.8,8.6,8.1,热海的搜查官,1275292,出发的岛歌 十五...,7.5,三吉彩花
8.2,包青天,actor,七侠五义,半生缘一世情,7.9,8.4,7.9,施公奇案(台版),1275293,花落花开,7.4,焦恩俊
7.6,新包青天之七侠五义,actor,倚天屠龙记,梅花三弄之梅花烙,7.0,7.8,7.3,冬天不冷,1275294,婉君,6.9,金铭
8.1,警官之血,actor,野猪大改造,助残犬武藏,7.6,8.2,7.8,我的老大、我的英雄,1275295,唯一的爱,7.6,若叶龙也
7.4,我想和你唱,actor,11号产房,中国好歌曲 第三季,7.2,9.0,7.3,暗恋映像,1275296,我是歌手 第三季,7.2,陶喆
8.9,AKB48心程纪实1...,actor,AKB48心程纪实2...,龙马传,8.5,8.9,8.8,前田敦子：前往...,1275297,咕咕是一只猫2,8.4,前田敦子
9.1,恋爱沙尘暴,actor,光阴的故事,我在垦丁天气晴,8.1,9.2,8.4,一把青,1275301,色，戒,8.0,樊光耀
8.6,战雷,actor,脚下天堂,少年康熙,7.5,8.8,7.6,永不磨灭的番号,1275302,谍战之特殊较量,7.4,姚芊羽
8.3,金婚,actor,记忆的证明,光荣大地,7.8,8.9,8.2,一锁五十年,1275303,手机,7.3,彭心宜
7.7,绝对权力,actor,外来媳妇本地郎,女人花,7.0,7.9,7.4,情满珠江,1275304,天王状师,6.8,郭昶
9.2,对不起青春,actor,胜者即是正义,暗金丑岛君：完结篇,8.2,9.3,9.0,重版出来！,1275308,别嫔小姐,8.2,永山绚斗
8.3,我存在的时间,actor,铃木老师,黑道看护,8.0,8.7,8.1,诈欺游戏2,1275309,Runaway～为了心...,7.8,夕辉寿太
8.8,洗澡,actor,一年又一年,手心手背,8.1,8.9,8.2,九九归一,1275312,全家福,8.1,刘希媛
8.5,恶作剧2吻,actor,明星大侦探 第一季,霹雳MIT,7.2,8.6,8.1,恶作剧之吻,1275315,终极三国,7.2,炎亚纶
7.8,律政新人王,actor,玛嘉烈与大卫  绿豆,突围行动,7.1,8.9,7.4,妙手仁心3,1275316,谈情说案,7.1,Bernice Jan Liu
9.1,请你原谅我,actor,黎明之前,道可道,8.6,9.2,8.7,爸爸去哪儿 第一季,1275317,相思树,8.4,吴秀波
8.2,少林寺,actor,道可道,天龙八部,7.7,8.6,7.9,红高粱,1275319,水浒传,7.6,计春华
7.5,国歌,actor,正阳门下,伤城之恋,6.7,8.2,6.8,少年康熙,1275325,漕运码头,6.5,边潇潇
7.9,钱的战争,actor,灵魂伴侣,云的阶梯,7.1,8.7,7.6,Show! 音乐中心,1275328,摘星星给我,7.1,申东旭
8.1,实尾岛,actor,六龙飞天,朋友，我们的传说,7.9,8.9,8.0,爱情的条件,1275329,同伊,7.8,郑柔美
8.8,菜鸟总动员,actor,3年B班金八老师 ...,龙樱,8.6,8.8,8.6,我家的历史,1275331,空中情缘,8.5,中尾明庆
8.7,新同居关系,actor,创世纪1：地产风云,刑事侦缉档案4,8.5,8.8,8.6,创世纪2：天地有情,1275332,天地豪情,8.0,陈锦鸿
8.2,这周，妻子要劈腿了,actor,意面情迷,咖啡王子1号店,8.0,8.2,8.1,白色巨塔,1275333,夜与日,7.9,李善均
8.5,重回昨日 第一季,actor,冷战疑云,鬼语者 第四季,7.9,9.0,8.2,重回昨日  第三季,1275337,妖女迷行  第三季,7.5,安娜·希尔克
8.6,尽管如此 也要活...,actor,母亲,我们与驻在先生...,8.2,9.3,8.4,整人大赏,1275340,丧失名字的女神,8.2,仓科加奈
8.6,SPEC：翔,actor,SPEC,逃避虽可耻但有用,8.3,8.8,8.5,记我的母亲,1275342,暗金丑岛君：完结篇,8.2,真野惠里菜
7.8,安藤奈津,actor,野猪大改造,抹布女孩,7.5,8.2,7.7,被讨厌的松子一...,1275343,情侣酒店,7.4,夏菜
8.2,金牌女王,actor,诈欺游戏2,情热大陆 武井咲篇,7.7,8.3,7.9,蜡笔小新：决一...,1275344,浪客剑心：京都...,7.7,武井咲
8.7,警报：刑警·女...,actor,海女,欢迎来我家,7.6,9.3,7.8,怪怪怪的妻子,1275348,早子小姐单身中,7.5,足立梨花
8.0,月代头布丁,actor,家族游戏,小原不哭,7.8,8.8,7.8,奇迹，那天如此重要,1275349,毕业之歌,7.8,忽那汐里
8.6,時效警察归来,actor,相棒 第4季,瘟神系列：破门,8.6,8.9,8.6,生活艰难所以快乐,1275350,水男孩,8.4,宫地真绪
9.3,太空丹迪,actor,太空丹迪 第二季,全职猎人2011,8.8,9.4,9.0,灵能百分百,1275353,太空丹迪 特典,8.2,佐武宇绮
8.0,红十字：女人们...,actor,一吻定情,青鸟,7.5,8.4,7.5,假面骑士OOO,1275354,死神君,7.2,高田里穗
,,actor,变脸师,,,6.8,,东京少女日向千步,1275355,,,日向千步
8.9,勇者义彦与魔王城,actor,胜者即是正义,紧急救命2,8.6,9.3,8.8,勇者义彦与恶灵之钥,1275356,面包和汤和猫咪...,8.6,木南晴夏
8.4,假面骑士OOO,actor,铃木老师,D-NEXT,7.9,8.7,8.0,一吻定情,1275357,天魔大师来也,7.6,未来穂香
8.8,樱花道附近的故事,actor,回我的家,流星,8.0,8.8,8.0,家族的形式,1275365,三星营养午餐,7.7,川口春奈
8.4,我们无处安放的青春,actor,穿越激情,悲情母子,7.7,8.4,8.2,大清盐商,1275369,北京爱情故事,7.6,莫小棋
9.0,交响情人梦之欧...,actor,交响情人梦,交响情人梦 最终...,8.7,9.1,8.9,昨夜的咖喱 明日...,1275370,永远的三丁目的...,8.6,福士诚治
8.8,马拉松,actor,绅士刑警3,爱与宽恕,8.4,9.3,8.6,夏日幽会,1275374,椿山課長的七天,8.3,田中美佐子
8.8,产科医鸿鸟,actor,交响情人梦之欧...,Byplayers：如果...,8.5,8.9,8.8,夏日幽会,1275375,水男孩 2,8.1,山口纱弥加
8.8,勇者义彦与被引...,actor,对不起青春,正义的伙伴,8.4,9.0,8.6,勇者义彦与魔王城,1275381,太秦灯光下,8.1,中村静香
8.5,打工仔的梦想房,actor,罗斯福游戏,暗金丑岛君3,8.3,8.8,8.4,四月一日灵异事...,1275385,东京奏鸣曲,8.1,儿岛一哉
6.1,ファンキー・...,actor,恶意,Funky Monkey Te...,,7.6,,咯咯咯的鬼太郎...,1275390,オールスター感...,,间宽平
8.6,热血男儿,actor,西瓜,萤之光,8.5,9.3,8.6,菜鸟总动员,1275392,派遣员的品格,8.3,上地雄辅
8.7,我在天堂等你,actor,西游记,凯旋在子夜,7.9,9.4,8.2,大秦腔,1275394,末代皇帝,7.8,朱琳
8.2,抒情酒吧,actor,神的礼物-14天,rockrockrock,8.1,8.6,8.2,意面情迷,1275398,美丽的日子,7.7,鲁敏宇
8.4,城市猎人,actor,搞笑一家人,成均馆绯闻,8.0,9.4,8.0,治愈者,1275400,记得：儿子的战争,7.3,朴敏英
8.3,僵尸福星,actor,创世纪1：地产风云,寻秦记,8.1,8.8,8.1,陀枪师姐,1275401,大头绿衣斗僵尸,8.0,楚原
8.3,玉氏南正基,actor,听见你的声音,家族诞生 第二季,7.8,8.6,8.2,秘密花园,1275402,可可岛的秘密,7.8,尹相铉
8.3,超时空要塞F,actor,假面骑士电王,太阳与海的教室,7.4,8.6,7.9,假面骑士4号,1275408,剧场版 假面骑士...,7.4,中村优一
,,actor,考试之神,,,7.7,,Plastic Love Story,1275410,,,森本龙太郎
8.3,末代皇孙,actor,燃烧岁月,盖世豪侠,7.8,8.7,8.1,玉面飞狐,1275414,人在边缘,7.7,罗慧娟
8.1,小兵张嘎,actor,一地鸡毛,黄飞鸿之三：狮...,7.7,8.5,7.8,独自等待,1275415,包氏父子,7.7,葛存壮
8.7,麻将,actor,一一,恋恋风尘,8.5,8.9,8.5,牯岭街少年杀人事件,1275416,搭错车,8.3,柯宇纶
8.7,柏拉图式,actor,小豆豆电视台,昭和64年,8.1,8.9,8.2,冰点2001,1275417,隔世未了情,7.5,吉田荣作
8.6,湄公河大案,actor,岁月,五号特工组,7.7,8.7,7.8,新乱世佳人,1275418,赵先生,7.6,施京明
8.2,约会专家,actor,名扬四海,求婚事务所,8.2,9.1,8.2,白色巨塔,1275419,转山,8.0,唐治平
8.5,我们的存在,actor,嘟嘟猫观察日记,家庭教师,8.2,8.7,8.4,光速蒙面侠21,1275420,家庭教师OVA：彭...,7.8,市濑秀和
8.4,赶走你的忧郁,actor,老板来了,伤情,7.5,8.4,7.6,我主沉浮,1275422,蓝色档案,7.4,张萌
9.2,病案追踪,actor,西游记,水浒传,8.2,9.4,8.8,三国演义,1275425,聊斋,8.1,何晴
7.4,我去上学啦 第二季,actor,江苏卫视“17聚...,心动列车,7.1,8.3,7.4,麻辣鲜师,1275427,爱无限,7.0,潘玮柏
8.1,说老公坏话,actor,贻笑大方,倚天屠龙记,7.8,8.9,7.9,新七侠五义,1275429,我非英雄,7.7,董晓燕
8.2,花季雨季,actor,梦想改造家 第一季,春去春又回,7.7,9.1,8.2,茶马古道,1275430,中华大丈夫,7.6,戴娇倩
9.1,天之骄女,actor,大地恩情,还看今朝,8.4,9.1,8.9,向世界出发 第一辑,1275431,大内群英,8.3,米雪
7.4,大唐荣耀,actor,一个女人的史诗,瓣嘴 第一季,6.8,7.9,7.0,龙之谷：破晓奇兵,1275432,班淑传奇,6.2,景甜
9.2,燃情克利夫兰 第...,actor,废柴联盟  第二季,废柴联盟 第四季,8.7,9.2,9.0,废柴联盟 第三季,1275438,废柴联盟 第一季,8.6,丹尼·朴迪
8.3,共助,actor,现在是少女时代,少女时代 Hello ...,7.9,8.8,7.9,9局下2出局,1275439,家族诞生 第二季,7.8,林允儿
8.1,牵牛花开的日子,actor,赴宴,爱情风暴美丽99,7.3,9.0,8.0,大医院小医师,1275442,天外飞仙,7.3,窦智孔
8.2,平凡的世界,actor,真正男子汉 第一季,步步惊心,8.1,8.4,8.1,天地民心,1275443,少年杨家将,7.9,袁弘
8.2,画中情思,actor,爱的烹饪法,龙裔黑帮之野牛,8.1,8.9,8.2,龙裔黑帮之老虎,1275448,365天的爱,8.0,提拉德·翁坡帕
9.1,宛如我心,actor,萤爱,金星,8.5,9.2,8.9,血脉,1275449,金沙别墅,8.1,索纳拉姆·塞皮塔克
7.5,终极三国,actor,滚石爱情故事,星光传奇,6.8,8.1,7.2,发现生活新味,1275450,飞行少年,6.7,曾沛慈
9.1,玛嘉烈与大卫  绿豆,actor,射雕英雄传,潮州家族,8.9,9.1,8.9,大时代,1275451,纵横四海,8.7,曾江
8.4,龙虎人生,actor,武林外传,我们无处安放的青春,8.2,9.2,8.2,爱是一颗幸福的子弹,1275455,大男当婚,8.1,张歆艺
8.8,和你在一起,actor,我爱我家,老农民,8.5,9.0,8.6,闯关东,1275457,水浒传,8.2,牛莉
8.0,塞勒姆 第三季,actor,维兰德 第一季,破釜沉舟,7.9,8.2,8.1,复仇  第一季,1275458,复仇 第二季,7.8,阿什丽·曼德薇
7.7,奔跑吧兄弟 第一季,actor,大男当婚,我的美丽人生,7.3,8.1,7.6,北风那个吹,1275459,春江英雄之秀才...,7.2,马苏
7.3,丝路豪侠,actor,狄仁杰断案传奇,女生日记,7.2,8.7,7.2,北京小妞,1275460,萧十一郎,7.2,马雅舒
7.2,幸福请你等等我,actor,上海，上海,北平往事,7.2,7.3,7.2,步步惊魂,1275461,十八岁的天空,6.9,朱泳腾
8.5,溏心风暴Ⅱ之家...,actor,侬本多情,溏心风暴,7.8,8.7,8.1,网中人,1275464,宫心计,6.7,关菊英
8.2,美女上错身 第一季,actor,美女上错身 第三季,法律与秩序：陪审团,7.9,8.3,8.1,美女上错身 第二季,1275467,美女上错身 第四季,7.8,布洛克·艾略特
8.4,快乐的结局,actor,听见你的声音,三日,7.4,8.6,7.7,复活,1275468,宝石拌饭,7.2,苏怡贤
7.9,极乐院女子高寮物语,actor,家庭教师,恋之魔法波波糖,5.3,8.2,6.7,百合星人奈绪子 OVA,1275469,家庭教师 最强的...,,国分优香里
,,actor,不王之王,,,,,圩堡枪声,1275470,,,张嘉文涵
9.4,BIGBANG出道实录,actor,2010 빅뱅 ...,WINNER出道实录,8.9,9.6,9.3,獨一無二 3D,1275472,2NE1TV 第一季,8.9,崔胜铉
8.9,人气歌谣,actor,男生女生向前走 ...,加油！菊花,7.7,8.9,8.0,新婚日记,1275473,花样男子,7.3,具惠善
8.5,色，戒,actor,老娘舅,噱占上海滩,7.9,9.0,8.0,T省的八四、八五年,1275474,三毛流浪记,7.7,余娅
8.3,川军团血战到底,actor,无声的河,兵峰,7.8,8.5,8.1,血色残阳,1275478,中国式离婚,7.8,贾一平
8.2,江苏卫视2016跨...,actor,中国好歌曲 第二季,蔷薇之恋,7.5,8.4,8.1,求婚事务所,1275479,梦想的声音,6.6,田馥甄
9.1,冲天,actor,如梦之梦,我可能不会爱你,8.9,9.1,9.0,贞观之治,1275482,独立时代,8.8,金士杰
9.0,东京风潮,actor,胜者即是正义2,黑板 第3夜,7.8,9.2,8.4,康乃馨,1275483,死之脏器,7.6,小岛藤子
8.3,吸血鬼日记 第三季,actor,吸血鬼日记  第二季,芝加哥烈焰 第二季,8.2,8.7,8.3,芝加哥烈焰 第四季,1275484,芝加哥烈焰 第五季,7.8,泰勒·金尼
8.6,路客与刀客,actor,乱世奇侠之骗侠,孝庄秘史,8.2,8.8,8.4,楚留香新传,1275485,京城四少,8.1,刘德凯
7.5,行乐图,actor,水浒传,太祖秘史,6.7,7.6,6.9,大汉天子,1275486,情断上海滩,6.0,刘冠翔
8.4,金婚,actor,永不磨灭的番号,平凡的世界,8.1,8.6,8.2,大浴女,1275487,今晚80后脱口秀,7.9,王雷
7.5,天堂秀,actor,香樟树,女才男貌,5.4,7.7,6.6,准妈妈四重奏,1275488,老公的春天,5.3,王伟华
5.6,财神客栈,actor,欢喜密探,翡翠明珠,5.2,6.1,5.3,我知女人心,1275490,男得有爱,5.0,潘霜霜
7.9,陀枪师姐4,actor,导火新闻线,我阿妈是黑玫瑰,7.1,8.7,7.5,大众情性,1275491,风云雄霸天下,6.8,黄美棋
8.5,人民的艺术,actor,编辑部的故事,神探狄仁杰,8.4,8.7,8.4,二马,1275492,家事如天,8.4,梁冠华
7.1,不对称,actor,暗金丑岛君 第一季,节奏青春,6.6,8.4,7.0,华鬼：神无篇,1275497,高中歌剧团☆男子组,6.5,荒木宏文
7.8,麻辣高校生,actor,十六個夏天,斗鱼Ⅱ,6.9,7.9,7.3,斗鱼,1275504,白袍之恋,6.8,郭品超
7.2,死神少女,actor,我的少女时代,终极一班,6.7,7.8,6.9,终极三国,1275507,东方茱丽叶,5.8,蔡颐榛
8.6,伪装者,actor,琅琊榜,全员加速中 第一季,7.5,9.2,8.3,明星大侦探 第一季,1275508,温柔的背后,7.2,王鸥
9.1,北平无战事,actor,12·1枪杀大案,大秦帝国之纵横,8.7,9.1,8.8,战长沙,1275510,请你原谅我,8.7,杨新鸣
8.1,教师日记,actor,日落湄南河,穿越时空寻找爱,7.7,8.5,7.8,爱·触摸·心,1275516,爱在路上,7.5,素格力·威塞哥
8.9,X-MAN,actor,两天一夜 第一季,花样姐姐,8.6,9.3,8.9,男生女生向前走 ...,1275517,最佳爱情,8.2,李昇基
7.2,Piece,actor,最佳投捕,歌舞伎华之恋,6.4,7.8,6.8,武士转校生：吾...,1275522,异星战场,6.3,中山优马
8.8,巨人,actor,情书(综艺),穿透屋顶的High ...,8.6,9.1,8.7,杀了我治愈我,1275523,我们结婚了 第二季,8.6,黄静茵
8.4,玉面飞狐,actor,边城浪子,绝代双骄,8.3,8.6,8.3,万家传说,1275524,天若有情,8.1,吴岱融
7.8,假面,actor,一起用餐吧,爸爸，我来伺候你,7.4,8.5,7.5,媳妇的全盛时代,1275525,老千,7.4,李水京
6.3,赵氏孤儿,actor,古剑奇谭,天仙配后传,,6.5,5.8,鸿门宴传奇,1275526,,,赵文浩
8.8,SPEC：翔,actor,海女,有村架纯 想看到...,8.5,9.3,8.5,SPEC,1275528,还有第11人！,8.5,有村架纯
9.1,龙珠,actor,黎明之前,汉武大帝,8.8,9.2,8.9,贞观之治,1275529,国际航班,8.5,陆剑民
8.2,好想好想谈恋爱,actor,血色残阳,重返上海滩,8.0,8.3,8.1,我们无处安放的青春,1275536,我们生活的年代,7.9,赵子琪
7.8,新神探联盟,actor,风云年代,我的青春谁做主,7.6,8.1,7.7,老有所依,1275537,紫玉金砂,7.5,张铎
7.8,家,actor,家有九凤,猜拳,7.8,8.4,7.8,你在微笑我却哭了,1275539,我的青春谁做主,7.6,盖克
8.6,水木清华,actor,编辑部的故事,上海王,8.1,8.7,8.5,傻柱,1275540,珍珠翡翠白玉汤,8.0,方子哥
8.2,今晚80后脱口秀,actor,与青春有关的日子,驯龙高手2,7.9,8.4,7.9,家，N次方,1275542,我的青春谁做主,7.6,白百何
8.0,平淡生活,actor,李春天的春天,老爸的心愿,7.7,8.2,7.7,祈望,1275544,我的青春谁做主,7.6,李崇霄
8.2,四世同堂,actor,编辑部的故事,爱情二十年,8.1,8.7,8.1,人生,1275545,好想好想谈恋爱,8.1,王澜
7.6,隋唐演义,actor,让子弹飞,救火英雄,7.2,8.7,7.4,苦咖啡,1275547,十二道锋味3,7.1,白冰
8.2,金粉世家,actor,相思树,心术,7.9,8.4,8.1,孽债,1275548,早春二月,7.8,吴竞
7.5,假面骑士×假面...,actor,罗斯福游戏,再生物语,7.3,8.8,7.4,航迹云,1275551,乞爱之人,7.1,广濑爱丽丝
7.9,奔跑吧兄弟 第一季,actor,暴走脑残师兄,爸爸回来了 第二季,7.5,8.1,7.6,今晚80后脱口秀,1275564,家有外星人,7.5,郑恺
8.0,拥抱太阳的月亮,actor,需要浪漫3,全部我的爱,7.7,8.2,8.0,咖啡王子1号店,1275569,恶作剧之吻,6.5,尹胜雅
9.2,善德女王,actor,两天一夜 第一季,复活,8.4,9.3,8.6,超人回来了,1275570,魔王,8.1,严泰雄
8.6,善德女王,actor,纯情,不夜城,8.3,8.8,8.6,蓝雾,1275574,外科医生奉达熙,8.3,李瑶媛
8.4,老房有喜,actor,中国电视史,星厨驾到 第三季,6.3,9.5,7.1,七侠五义,1275577,骚人,5.9,邰智源
8.0,顽皮家族,actor,英雄少年,欢乐龙虎榜,6.9,8.5,7.3,追妻三人行,1275579,终极一家,6.7,蓝心湄
7.7,爹妈满院,actor,欢乐喜剧人 第一季,乡村爱情II,7.2,8.1,7.2,乡村爱情进行曲,1275580,乡村爱情故事,7.2,刘晓光
9.1,又是吴海英,actor,情书(综艺),神的天秤,7.8,9.1,8.3,金炳万的丛林法...,1275581,朝鲜神枪手,7.7,全慧彬
8.5,请你微笑,actor,对不起，我爱你,陷入纯情,8.2,8.7,8.2,狗和狼的时间,1275584,无情都市,8.1,郑京浩
9.1,我爱我家,actor,茶馆,末代皇帝,8.8,9.2,9.0,围城,1275586,中国餐馆,7.9,英若诚
7.9,李米的猜想,actor,茶道真兄弟,一起出发,7.5,8.1,7.7,加油！好男儿2007,1275587,青春进行时,7.2,付辛博
8.1,需要浪漫2012,actor,记忆,恋爱机会百分之一,7.3,8.7,8.0,魔王,1275588,鲨鱼,7.1,金智友
7.9,集中营的呐喊,actor,太空五人组 第一季,黑暗物质 第二季,7.7,8.8,7.7,妮基塔 第一季,1275589,冷血,7.7,佐伊·帕尔默
7.8,兽医杜立德,actor,流星之绊,Last money～爱...,7.6,8.2,7.7,江：公主们的战国,1275591,假面骑士×假面...,7.3,嘉数一星
9.1,帝王之旅,actor,后山日先照,住左边住右边之...,8.4,9.2,8.9,玉琳国师之再世情缘,1275593,浴火凤凰,8.4,屈中恒
8.4,路客与刀客,actor,千秋家国梦,绝代双骄,8.3,8.7,8.4,爱我请留言,1275598,蜀山奇侠,8.1,关礼杰
8.4,假期,actor,收获旅行,间谍,7.8,9.3,8.3,三个声音,1275601,Triangle,7.6,金在中
8.0,最后之舞,actor,两周,邻家律师赵德浩,7.6,8.4,7.8,鹊桥兄弟们,1275603,不良情侣,7.3,柳秀荣
8.5,水浒传,actor,帝王之旅,女大学生之死,7.2,8.9,8.2,T省的八四、八五年,1275608,夜半歌声,7.2,翟乃社
8.1,背叛,actor,上海沧桑,使命,7.9,9.1,8.1,上海王,1275609,光荣大地,7.8,巍子
8.3,彩虹罗曼史,actor,Super Junior Fu...,树大根深,7.9,9.1,8.0,玉琳成长日记2,1275610,独酌男女,7.4,金起范
9.1,爱情是什么,actor,我亲爱的朋友们,超感猎杀 第一季,8.7,9.4,8.9,三时三餐 第一季,1275611,洗澡堂老板家的...,8.7,尹汝贞
8.2,刀锋1937,actor,曾经,白手风云,8.1,8.7,8.1,瑰宝1949,1275614,我爱芳邻,8.1,寇世勋
8.6,幽灵,actor,被告人,泡菜奶酪微笑,8.5,8.6,8.5,听见你的声音,1275615,他们生活的世界,8.2,严基俊
7.5,魔法时刻,actor,那年，雨不停国,大野狼和小绵羊...,6.6,7.9,7.4,天黑请闭眼,1275617,你是春风我是雨,6.5,简嫚书
8.7,鉴证实录,actor,射雕英雄传,鉴证实录2,8.2,9.1,8.5,鹿鼎记,1275619,楚留香,7.9,程可为
8.2,春去春又回,actor,苍穹之昴,奔跑吧兄弟 第一季,7.6,8.4,7.7,金婚,1275620,李卫当官3,7.6,赵丽颖
8.5,兽电战队强龙者,actor,对不起青春,无法坦诚相对,7.6,9.0,8.3,还有第11人！,1275621,约饭 第2季,7.5,龙星凉
9.0,45度℃天空下,actor,危险心灵,冷锋过境,8.5,9.1,8.6,赴宴,1275624,求婚事务所,8.2,蓝正龙
7.1,锋刃,actor,娘要嫁人,金太狼的幸福生活,6.1,7.3,6.4,老房有喜,1275632,风华正茂,6.1,潘之琳
8.2,冯齐的忏悔,actor,天地民心,你在微笑我却哭了,7.8,8.2,8.1,媳妇的美好时代,1275633,橘子红了,7.8,林申
7.4,我也是花,actor,穿透屋顶的High ...,面包王金卓求,7.0,8.6,7.3,邻家花美男,1275635,总理和我,6.3,尹施允
8.3,国际市场,actor,住在清潭洞,金妍儿的Kiss&Cry,8.2,9.2,8.2,假期,1275637,假面武士,8.1,郑允浩
8.5,守财奴,actor,牵绊的爱,芭蕾舞蹈家,7.3,8.8,8.2,现在，很想见你,1275638,粉红系男孩：秋,7.3,志保
8.5,滚石爱情故事,actor,刺客侯孝贤,杀人计划,7.2,8.6,8.1,恶作剧之吻,1275639,我和我的十七岁,7.2,谢欣颖
7.9,夜行书生,actor,假期,我们小区艺体能,7.0,8.3,7.0,扑通扑通印度,1275640,在地球上恋爱,6.9,沈昌珉
9.4,SMAPxSMAP,actor,冷暖人间 第五部,冷暖人间 第三部,9.3,9.4,9.3,冷暖人间 第二部,1275646,冷暖人间 第四部,9.2,船越英一郎
7.6,再过把瘾,actor,家，N次方,唐山大地震,7.4,8.2,7.6,追凶者也,1275649,如果蜗牛有爱情,7.4,王子文
8.3,山楂树之恋,actor,北平无战事,对风说爱你,6.5,8.8,6.6,爱情公寓2,1275650,成成烽火之沙沟事件,4.9,姜瑞佳
7.4,救火英雄,actor,争霸传奇,守候阳光,7.0,7.6,7.2,分手说爱你,1275651,青天衙门2,7.0,冼色丽
8.7,选战,actor,玛嘉烈与大卫  绿豆,志明与春娇,8.0,8.9,8.6,导火新闻线,1275652,火速救兵3,7.9,王宗尧
8.8,我们结婚了 第二季,actor,2PM SHOW,我们结婚了 第三季,8.4,8.9,8.6,我们结婚了 第一季,1275653,Beyond the ONED...,8.4,尼坤
