best2_score,best3_name,job,best1_name,best4_name,best4_score,best1_score,best3_score,best2_name,id,best5_name,best5_score,name
9.2,希区柯克剧场 第...,actor,希区柯克长篇故...,希区柯克剧场  ...,9.1,9.3,9.2,前线,1025185,希区柯克剧场 第...,9.1,阿尔弗雷德·希区柯克
9.2,从地球到月球,actor,克拉丽莎,老爸老妈的浪漫...,8.9,9.4,8.9,怪胎与书呆,1025186,恶搞之家 第一季,8.7,乔安娜·加西亚
9.7,周六夜现场：贾...,actor,疯狂汽车秀 第十...,周六夜现场 第一季,9.2,9.7,9.3,疯狂汽车秀 第十...,1025187,周六夜现场,9.2,安迪·萨姆伯格
9.1,律师本色 第一季,actor,实习医生风云 第...,乡巴佬希尔一家...,8.9,9.2,9.1,欢乐一家亲 第一季,1025189,机器肉鸡 第一季,8.8,约翰·C·麦金雷
8.8,终结者2：审判日,actor,犯罪心理 第四季,勇闯夺命岛,8.5,9.2,8.5,法律与秩序：犯...,1025190,终结者2-3D：超...,8.2,迈克尔·比恩
8.7,宋飞正传 第一季,actor,欢乐满屋 第一季,正义联盟 第一季,8.3,8.8,8.5,政界小人物 第一季,1025192,鬼马小精灵2,7.9,洛莉·路格林
8.0,十月围城,actor,新龙门客栈,黄飞鸿之二：男...,7.7,8.4,7.7,精武门,1025194,星月童话,7.7,甄子丹
9.1,X档案 第一季,actor,犯罪现场调查 第...,犯罪现场调查 第...,8.9,9.2,8.9,欢乐一家亲 第一季,1025196,马尔科姆的一家 ...,8.9,迈克·韦尔奇
8.8,北广场,actor,浴血黑帮 第二季,神秘博士  第五季,8.8,9.0,8.8,浴血黑帮 第一季,1025197,9号秘事 第一季,8.8,海伦·麦克洛瑞
9.5,律师本色 第一季,actor,联盟的骄傲：波...,第六感,8.8,9.7,9.1,兄弟连,1025198,警察世家 第六季,8.5,唐尼·沃尔伯格
9.1,六尺之下 第四季,actor,公园与游憩 第二季,守望尘世 第二季,9.0,9.2,9.0,约翰·亚当斯,1025199,欲望都市  第二季,8.9,贾斯汀·塞洛克斯
9.1,乡巴佬希尔一家...,actor,周六夜现场 第一季,生活大爆炸 第八季,8.9,9.2,8.9,猫狗,1025200,冰血暴 第一季,8.9,比利·鲍伯·松顿
9.0,罪案终结 第六季,actor,罪案终结 第七季,罪案终结 第四季,8.8,9.1,8.9,神烦警探 第二季,1025201,罪案终结  第五季,8.8,凯拉·塞吉维克
8.4,沙地传奇,actor,辛普森一家 第二...,冰川时代3,8.3,9.5,8.4,冰川时代,1025202,摇尾狗,8.1,丹尼斯·利瑞
8.7,都市侠盗  第四季,actor,美国重案 第二季,都市侠盗 第三季,8.5,8.9,8.5,都市侠盗 第五季,1025207,都市侠盗  第二季,8.4,蒂莫西·赫顿
8.6,新灵犬莱西,actor,末代皇帝,万世师表,8.4,8.8,8.5,阿拉伯的劳伦斯,1025208,梦幻骑士,8.3,彼得·奥图尔
9.0,70年代秀 第一季,actor,歪星撞地球 第一季,刺杀肯尼迪,8.8,9.0,8.9,70年代秀  第四季,1025209,马达加斯加企鹅 ...,8.7,韦恩·奈特
9.2,犯罪心理 第二季,actor,法律与秩序 第一季,欢乐一家亲 第一季,9.1,9.3,9.2,冰血暴 第二季,1025211,西部风云,9.1,基思·卡拉丹
9.1,老爸老妈的浪漫...,actor,老友记  第五季,小布与伟仔 第一季,8.7,9.7,9.1,克雷格弗格森深...,1025213,间谍亚契 第一季,8.6,托马斯·列农
9.4,辛普森一家  第一季,actor,马男波杰克 第三季,考斯比一家,8.9,9.5,9.0,辛普森一家  第...,1025214,急诊室的故事 第...,8.8,安吉拉·贝塞特
9.1,房间,actor,忠犬八公的故事,谍影重重3,8.7,9.2,8.8,欢乐一家亲 第一季,1025215,谋杀 第四季,8.7,琼·艾伦
9.3,星际旅行：深空...,actor,飞出个未来 第四季,星际旅行：下一...,9.3,9.6,9.3,星际旅行：下一...,1025217,星际旅行：下一...,9.3,乔纳森·弗雷克斯
9.2,北国风云 第一季,actor,危险的日子：制...,绝望主妇 第一季,8.7,9.3,9.0,波士顿法律 第一季,1025218,雪山镇 第一季,8.7,乔安娜·卡西迪
9.3,犯罪心理 第二季,actor,兄弟连,犯罪现场调查：...,8.2,9.5,9.2,傲骨贤妻 第五季,1025220,罪案终结 第一季,8.2,杰森·奥玛拉
9.1,丽莎和她的朋友...,actor,老友记  第八季,法律与秩序：特...,8.6,9.7,8.9,律师本色 第一季,1025222,年轻一代 第三季,8.3,黛比·玛扎
8.7,暴雨将至,actor,唐顿庄园：2014...,哈利·波特与死...,8.6,8.9,8.7,24小时 第六季,1025225,唐顿庄园 第五季,8.6,拉德·舍博德兹加
9.1,新超人 第一季,actor,新超人 第二季,新超人 第三季,8.9,9.2,8.9,欢乐一家亲 第一季,1025226,新超人 第四季,8.7,迪恩·凯恩
9.3,大西洋帝国 第五季,actor,兄弟连,大西洋帝国  第二季,9.2,9.5,9.3,大西洋帝国 第四季,1025229,殊途同归 第二季,9.2,斯蒂芬·格拉汉姆
9.2,风城大佬 第二季,actor,法律与秩序 第一季,单身毒妈  第二季,8.6,9.3,8.8,犯罪现场调查 第...,1025232,风城大佬 第一季,8.6,马丁·唐文
8.8,法律与秩序：特...,actor,欢乐一家亲 第一季,犯罪现场调查 第...,8.6,9.1,8.6,法律与秩序：犯...,1025235,情理法的春天 第...,8.5,伊里纳·道格拉斯
9.3,白宫风云  第四季,actor,白宫风云  第二季,火线警探 第六季,9.3,9.4,9.3,法律与秩序 第一季,1025240,淘金岁月,9.2,亚当·阿金
9.4,糊涂侦探  第三季,actor,糊涂侦探 第一季,希区柯克长篇故...,9.3,9.4,9.3,Eminem: E,1025241,黄金女郎 第一季,9.2,罗伯特·考普
9.3,周六夜现场 第一季,actor,火线 第一季,南方公园 第一季,9.0,9.3,9.2,法律与秩序 第一季,1025252,X档案 第五季,9.0,理查德·贝尔泽
9.1,白宫风云  第六季,actor,老爸老妈的浪漫...,24小时  第五季,9.0,9.1,9.1,老爸老妈的浪漫...,1025253,飞狼 第一季,9.0,雷·怀斯
8.9,麻辣女孩,actor,老友记 第一季,灵媒缉凶 第一季,7.9,9.6,8.4,周一清晨,1025256,乖乖宝贝,7.9,乔纳森·斯沃曼
8.8,伪装者 第一季,actor,欢乐满屋 第一季,犯罪现场调查：...,8.6,8.8,8.7,急诊室的故事 第...,1025258,神探亨特,8.1,贾克波·瓦格斯
9.1,小不列颠  第二季,actor,小不列颠-搞串他...,小不列颠：现场版,9.0,9.2,9.1,小不列颠  第三季,1025261,Comic Relief 2009,9.0,大卫·威廉姆斯
9.1,马尔科姆的一家 ...,actor,法律与秩序 第一季,神探阿蒙 第一季,8.6,9.3,8.9,白宫风云 第一季,1025268,灵犬宾果,8.6,大卫·拉斯彻
8.9,考斯比一家,actor,豪斯医生  第三季,人人都恨克里斯 ...,8.7,9.3,8.9,街头舞士,1025273,The Boondocks,8.5,卡丹·哈迪森
9.1,阿达一族,actor,星际旅行：原初 ...,阿达一家人 第二季,8.8,9.4,9.1,阿达一家人 第一季,1025288,太空仙女恋 第一季,8.6,Ted Cassidy
9.2,事实真相 第一季,actor,波士顿法律 第一季,公园男孩 第一季,8.7,9.2,9.0,犯罪现场调查 第...,1025292,星际之门 SG-1  ...,8.5,莫里·柴金
8.3,红与黑,actor,欲望都市  第一季,探戈,7.6,8.7,8.2,朦胧的欲望,1025305,情狱,7.6,卡洛尔·布盖
8.8,"遵命, 亲爱的",actor,星际旅行：重返...,海滩救护队 第一季,7.9,8.9,8.6,归乡历险记 第一季,1025306,旅行者 第一季,7.4,唐·莫斯特
8.7,德伯家的苔丝,actor,彼得兔和朋友们...,克来蒙的帕妃小姐,8.4,8.8,8.4,刘易斯探案,1025317,蝴蝶梦,8.4,安娜·玛西
9.4,福尔摩斯回忆录,actor,福尔摩斯归来记,福尔摩斯探案集,9.2,9.5,9.4,福尔摩斯新探案,1025330,显贵的主顾,9.2,爱德华·哈德威克
8.3,大西洋底来的人,actor,山那边,豪门恩怨 第一季,7.8,8.9,8.2,天才小医生 第一季,1025335,惊世启示录 第一季,7.7,贝琳达·蒙哥玛丽
9.3,皇家律师 第三季,actor,皇家律师 第二季,因父之名,8.8,9.4,9.3,神探夏洛克 第一季,1025337,神探夏洛克(试播集),8.8,菲尔·戴维斯
9.1,黑道家族 第一季,actor,这个杀手不太冷,等你说爱我,8.5,9.4,8.7,约翰·亚当斯,1025347,法外之徒 第二季,8.4,让·雨果·安格拉德
9.1,摩登原始人 第一季,actor,阿达一家人 第一季,杰森一家,8.4,9.1,8.7,摩登原始人 第二季,1025349,小姐与流浪汉,8.2,艾伦·里德
8.7,帝国的毁灭,actor,阿德龙大酒店,通往自由的通道,8.5,9.1,8.6,选帝侯大街56号,1025384,罗拉快跑,8.1,海诺·费尔希
9.1,古堡情怨,actor,福尔摩斯新探案,埃利奥特时装设计所,8.6,9.4,8.8,灵与肉,1025394,复仇者 第一季,8.5,安东尼·瓦伦丁
8.6,野鹅敢死队,actor,史迈利的人马,摩斯探长 第一季,7.9,9.0,8.0,柳林风声,1025397,魔鬼天使,7.8,巴里·福斯特
8.6,晨曦中的女孩,actor,犯罪现场调查：...,蒙特利尔的耶稣,8.2,8.7,8.3,焦土之城,1025400,野蛮入侵,7.8,雷米·吉拉德
9.2,名侦探柯南,actor,海贼王,海贼王梅利篇：...,9.0,9.5,9.0,加油！吉塔斯,1025401,隐形眼镜和自由...,8.9,大谷育江
8.9,极速风流,actor,弗兰肯斯坦,古堡情怨,8.8,9.4,8.8,BBC 音乐的世界...,1025422,托尔斯泰的烦恼,8.6,大卫·卡尔德
8.7,英雄本色,actor,保镖,流星语,8.4,8.7,8.7,男生女相：华语...,1025426,英雄本色2,8.1,狄龙
9.0,侠探西蒙,actor,神勇斗士,奥兹国历险记,8.7,9.0,8.9,晨鸟,1025448,复仇者 第一季,8.5,David Lodge
8.3,少林英雄,actor,浴血重生,湄公河大案,7.8,8.7,7.8,喋血双雄,1025452,目无王法,7.7,李修贤
8.7,笑傲江湖2：东方...,actor,星星同学会,刑事侦缉档案3,8.3,9.0,8.3,射雕英雄传之东...,1025476,自梳,8.2,钱嘉乐
8.2,灵指神探 第一季,actor,企鹅帮圣诞恶搞...,小美人鱼3：爱丽...,7.4,8.4,7.7,拳王争霸赛,1025511,初次飞翔,7.4,James Dooley
9.0,相棒 第10季,actor,SONGS KinKi Kids,情热大陆 斋藤工篇,8.8,9.6,8.8,一碗阳春面,1025531,SPEC,8.8,斋藤工
9.1,三个小生去旅行,actor,射雕英雄传,胭脂扣,8.3,9.1,8.4,向世界出发 第一辑,1025536,天龙八部,7.9,谢贤
9.4,鲁滨逊一家漂流记,actor,海贼王,龙珠Z,9.3,9.5,9.3,银河英雄传说,1025560,星星舰队,9.2,古谷彻
9.1,工匠达人,actor,SMAPxSMAP,被嫌弃的松子的一生,8.9,9.3,8.9,坂上之云 第三部,1025561,牙狼：魔戒战记,8.8,田中要次
8.8,乱云,actor,夺命剑,秋日和,8.5,8.9,8.5,用心棒,1025579,小早川家之秋,8.4,司叶子
9.3,宇宙兄弟,actor,海贼王,黑礁 第二季,9.1,9.5,9.2,宇宙兄弟#0,1025580,皇家国教骑士团OVA,9.0,平田广明
9.3,JOJO的奇妙冒险 ...,actor,肥牛牛贝斯,龙猫,9.1,9.4,9.2,神剑飞天猫,1025582,不了神话 宫崎骏,9.1,坂本千夏
9.5,北国之恋：1992自立,actor,北国之恋：记忆,北国之恋：1995秘密,9.5,9.6,9.5,北国之恋,1025610,北国之恋：2002遗言,9.5,吉冈秀隆
9.0,天才嘉年华,actor,世纪末之诗,明天，妈妈不在,8.8,9.2,8.8,円都 YEN TOWN,1025614,唇膏,8.7,三上博史
8.8,太平记,actor,1公升的泪,富士台开局50周...,8.7,8.9,8.8,少女疑云,1025655,世界奇妙物语 10...,8.7,阵内孝则
9.1,不能结婚的男人,actor,敬启，父亲大人,大奥第一章,8.6,9.1,8.9,世界奇妙物语,1025664,阵平,8.5,高岛礼子
9.4,哆啦A梦,actor,海贼王,一拳超人,9.2,9.5,9.4,白箱,1025675,浪客剑心：追忆篇,9.2,高木涉
8.5,赤穗城断绝,actor,一碗阳春面,警视厅搜查一课9...,8.4,9.0,8.5,南极物语,1025698,警视厅搜查一课9...,8.4,渡濑恒彦
8.8,百变之星,actor,美少女战士Sailo...,疯狂动画,8.7,8.8,8.7,圣母在上OVA4：R...,1025715,圣母在上OVA5：...,8.7,篠原惠美
9.6,昭和元禄落语心...,actor,银魂 第二季,昭和元禄落语心中,9.4,9.7,9.5,银魂,1025717,棋魂,9.1,游佐浩二
8.2,忠臣藏,actor,绿水英雄,日本海大海战,7.2,8.5,8.2,日本最长的一天,1025780,吻,6.9,小泉博
9.5,龙珠Z,actor,海贼王,勇者王Final OVA,9.3,9.5,9.3,灌篮高手,1025799,秀逗魔导士NEXT,9.1,盐屋浩三
9.1,太平记,actor,坂上之云 第三部,菜鸟总动员：毕业,8.3,9.1,8.8,葵 德川三代,1025819,长崎漫步曲,8.2,胜野洋
9.5,虫师,actor,虫师 续章,虫师：蚀日之翳,9.3,9.5,9.3,海贼王,1025847,虫师 铃之滴,9.2,土井美加
9.2,福音战士新剧场...,actor,新世纪福音战士...,装甲骑兵,9.1,9.4,9.1,福音战士新剧场...,1025850,真盖塔 世界的最...,9.1,麦人
9.1,名侦探柯南：贝...,actor,全职猎人,咕噜咕噜魔法阵,8.8,9.3,8.8,游戏王 怪兽之决斗,1025868,超时空要塞外传,8.8,高乃丽
8.0,律政英雄2014,actor,八代将军吉宗,家族八景,7.5,8.6,8.0,同窗会,1025885,牡丹与玫瑰,7.4,西村和彦
7.9,男人四十,actor,女人多自在5,铁甲无敌奖门人,7.8,8.5,7.9,候鸟e人,1025929,慌心假期,7.6,谭俊彦
8.5,导盲犬小Q,actor,八代将军吉宗,恋人啊,8.3,8.6,8.4,还有第11人！,1025933,利家与松,8.3,名取裕子
9.3,温柔时刻,actor,铃兰：少女萌的故事,跳跃大搜查线,9.0,9.4,9.0,绅士刑警2,1025938,洞窟叔叔,8.8,小野武彦
9.0,萩萩公主,actor,灌篮高手,少女革命,8.8,9.5,8.8,剑风传奇,1025963,浪客剑心,8.8,白鸟由里
8.8,五岛医生诊疗所,actor,世界奇妙物语,跳跃大搜查线：9...,8.7,9.1,8.7,五岛医生诊疗所2004,1025979,龙马传,8.5,笕利夫
8.4,法医物语,actor,胜者即是正义,发达之路,8.3,9.3,8.3,时效警察,1026007,难得友情人,8.3,东干久
9.1,幽游白书,actor,海贼王,宇宙战舰大和号2...,8.8,9.5,8.8,天元突破红莲螺岩,1026133,小孤星马高,8.7,菅生隆之
8.0,桥之雨,actor,彼得的葬礼,黑之奔流,7.4,8.4,7.7,肝脏大夫,1026182,谜之转校生,7.4,金山一彦
8.9,乱马1/2：热斗篇,actor,七龙珠,福星小子,8.5,9.0,8.8,相聚一刻,1026323,美少女战士,8.4,三田友子
9.4,王牌投手 振臂高挥,actor,海贼王,JOJO的奇妙冒险 ...,9.2,9.5,9.3,王牌投手 振臂高...,1026408,召唤恶魔阿萨谢...,9.1,谷山纪章
8.7,寅次郎的故事46...,actor,寅次郎的故事48...,寅次郎的故事47...,8.7,8.9,8.7,寅次郎的故事18...,1026443,寅次郎的故事1,8.6,佐藤蛾次郎
8.3,午夜阳光,actor,人间正道是沧桑,孤军英雄,7.7,8.8,8.2,手机,1026452,中国远征军,7.7,柯蓝
8.0,我这一辈子,actor,让子弹飞,边境风云,7.6,8.7,7.8,毕业时刻,1026454,一九四二：吾国吾民,7.6,张默
9.3,日常 ETV版,actor,钢之炼金术师FA,日常,9.1,9.4,9.1,团子大家族 第二季,1026641,幸运星OVA,8.9,相泽舞
9.0,最后的礼物,actor,深夜食堂,救命病栋24小时 ...,8.8,9.2,8.9,温柔时刻,1026778,救命病栋24小时 ...,8.5,须藤理彩
8.4,海猿2,actor,救命病栋24小时 ...,毛利元就,7.5,8.8,7.6,海猿,1026865,午夜凶铃：少女...,6.6,坂本明
9.0,威尔和格蕾丝 第...,actor,明星伙伴 第八季,明星伙伴  第七季,8.8,9.0,8.9,淘气小兵兵,1027071,明星伙伴  第三季,8.7,杰里米·皮文
9.3,老爸老妈的浪漫...,actor,演员工作室：老...,老爸老妈的浪漫...,9.1,9.6,9.1,法律与秩序 第一季,1027076,六尺之下  第三季,9.1,乔什·拉德诺
9.4,新版猫和老鼠,actor,乔尼大冒险,怪车大赛,9.2,9.5,9.3,糊涂侦探 第一季,1027079,阿达一族,9.1,约翰·斯蒂芬森
9.3,机动战士高达 第...,actor,银河英雄传说,JOJO的奇妙冒险 ...,9.3,9.4,9.3,龙珠Z,1027092,装甲骑兵,9.1,速水奖
7.9,爱杀宝贝,actor,真幌站前番外地,夜晚的远足,7.7,9.0,7.8,青之花,1027103,人生重启,7.5,高部爱
9.5,成长的烦恼 第一季,actor,成长的烦恼  第六季,犯罪现场调查 第...,9.3,9.6,9.4,成长的烦恼  第七季,1027120,乡巴佬希尔一家...,8.9,艾什莉·约翰逊
9.3,豪斯医生  第五季,actor,法律与秩序 第一季,白宫风云  第五季,9.2,9.3,9.2,犯罪现场调查 第...,1027122,欢乐一家亲 第一季,9.1,泽利科·伊万内克
8.3,真爱如血  第五季,actor,真爱如血  第四季,真爱如血  第二季,8.2,8.6,8.3,真爱如血  第三季,1027136,急诊室的故事(英...,8.2,史蒂芬·莫耶
9.3,周六夜现场：40...,actor,辛普森一家 第二...,凡人烦人 第三季,8.9,9.3,9.0,扎克咖喱饭的蕨...,1027137,凡人烦人 第二季,8.8,扎克·加利凡纳基斯
8.7,犯罪现场调查 第...,actor,犯罪现场调查 第...,解构爱情狂,8.5,8.7,8.6,犯罪现场调查 第...,1027140,犯罪现场调查 第...,8.5,伊丽莎白·苏
8.5,星际之门：亚特...,actor,星际之门 SG-1  ...,末世黑天使 第一季,8.1,8.5,8.3,邪恶力量 第一季,1027141,孤女梦痕,7.9,祖蒂·弗兰
9.3,海绵宝宝 第一季,actor,权力的游戏 第六季,心慌慌剧场,9.1,9.4,9.3,白宫风云  第三季,1027143,战争与回忆,9.1,伊恩·麦柯肖恩
8.2,蒂凡尼的早餐,actor,辩护律师,西部开拓史,7.8,8.8,8.1,天龙特攻队 第一季,1027145,蓝勋飞行员,7.5,乔治·佩帕德
9.3,犯罪现场调查 第...,actor,办公室   第三季,HitRECord on TV...,9.3,9.3,9.3,办公室 第九季,1027146,吉米·鸡毛逊毙...,9.3,约翰·卡拉辛斯基
8.3,超市特工 第二季,actor,贝蒂·怀特九十...,超市特工  第三季,8.2,8.8,8.3,长发公主番外篇...,1027147,超市特工  第五季,8.2,扎克瑞·莱维
9.0,识骨寻踪 第五季,actor,识骨寻踪  第四季,识骨寻踪  第三季,9.0,9.0,9.0,识骨寻踪 第六季,1027148,识骨寻踪 第七季,8.9,艾米丽·丹斯切尔
8.8,恋爱时代 第一季,actor,西部风云,未来蝙蝠侠 第一季,8.1,9.1,8.1,机器肉鸡 第一季,1027150,罪案第六感 第三季,8.1,瑞切尔·蕾·库克
8.9,清道夫 第四季,actor,犯罪现场调查 第...,新星 第一季,8.8,9.3,8.9,美利坚：我们的故事,1027151,清道夫 第三季,8.8,列维·施瑞博尔
9.1,哈利·波特系列...,actor,英国国家剧院50...,歌唱神探,9.0,9.6,9.1,深蓝,1027154,克兰弗德 第一季,9.0,迈克尔·刚本
8.9,马尔科姆的一家 ...,actor,降世神通 第一季,急诊室的故事 第...,8.8,8.9,8.9,丽莎和她的朋友...,1027155,玩具总动员3,8.7,伊瑞克·冯·迪滕
9.3,白宫风云  第三季,actor,白宫风云  第二季,白宫风云  第五季,9.2,9.4,9.3,白宫风云  第四季,1027158,欢乐一家亲 第一季,9.1,布莱德利·惠特福德
8.0,美国金梦 第一季,actor,法律与秩序：特...,割腕者的天堂,7.7,8.6,8.0,血色月光,1027162,恋爱假期,7.6,莎妮·索萨蒙
8.8,因父之名,actor,波士顿法律 第一季,弗里达,8.7,9.2,8.8,法律与秩序：犯...,1027165,第七潮,8.5,萨弗蓉·布罗斯
8.6,女作家与谋杀案 ...,actor,幻想曲2000,尼罗河上的惨案,8.4,8.8,8.5,法律与秩序：特...,1027169,美女与野兽,8.3,安吉拉·兰斯伯瑞
9.2,傲骨贤妻 第四季,actor,广告狂人  第四季,傲骨贤妻 第三季,9.0,9.2,9.1,办公室  第六季,1027171,相助,8.8,安娜·坎普
9.6,火线  第四季,actor,火线 第五季,火线 第三季,9.5,9.7,9.6,见信如晤,1027173,火线  第二季,9.5,多米尼克·威斯特
9.2,迷失 第六季,actor,生活大爆炸  第二季,好汉两个半  第二季,8.8,9.4,8.8,波士顿法律 第一季,1027174,好汉两个半 第三季,8.8,乔迪·琳·欧基菲
8.9,国土安全 第五季,actor,国土安全 第四季,穿条纹睡衣的男孩,8.8,9.0,8.8,国土安全 第六季,1027178,国土安全 第二季,8.7,鲁伯特·弗兰德
8.8,急诊室的故事 第...,actor,闪点行动 第五季,夜夜迷离 第一季,8.8,9.4,8.8,闪点行动  第四季,1027180,政界小人物 第一季,8.7,艾米·乔·约翰逊
8.8,好汉两个半  第二季,actor,百年酒馆,好汉两个半 第三季,8.8,9.4,8.8,急诊室的故事 第...,1027183,好汉两个半 第四季,8.7,安加斯·T·琼斯
8.5,战士公主西娜 第...,actor,海军罪案调查处 ...,大力士的传奇旅行,8.4,8.7,8.5,星际之门 SG-1  ...,1027187,血色月光,8.0,克劳迪娅·布莱克
9.3,法律与秩序 第一季,actor,副总统 第五季,风骚律师 第一季,9.2,9.4,9.3,犯罪现场调查 第...,1027191,急诊室的故事 第...,8.8,克里·杜瓦尔
8.5,狗镇之主,actor,情理法的春天 第...,星球大战前传3：...,8.2,8.5,8.3,迷失 第三季,1027192,秘密部队 第一季,8.1,白灵
6.9,爷们,actor,危机边缘  第二季,地狱男爵2：黄金...,6.7,8.8,6.7,刀锋战士2,1027193,与王一夜,6.5,鲁克·高斯
8.9,黑色孤儿 第一季,actor,英版同志亦凡人 ...,黑色孤儿 第二季,8.7,9.2,8.8,唐顿庄园 第二季,1027195,黑色孤儿 第四季,8.7,玛利亚·多耶·肯尼迪
8.8,太空堡垒卡拉狄...,actor,犯罪现场调查 第...,海军罪案调查处 ...,8.7,9.2,8.8,急诊室的故事 第...,1027196,费城永远阳光灿...,8.5,山姆·威特沃
